49.939,67.625,71.245,61.59
51.78,63.518,74.051,62.489
51.598,60.014,75.155,64.334
51.089,58.678,70.89,66.067
52.738,58.195,77.421,69.074
51.852,52.005,83.693,68.42
49.016,45.976,85.77,65.61
49.23,46.503,86.221,66.034
47.148,48.003,86.763,64.239
46.381,45.319,85.54,68.353
46.051,43.628,87.258,70.135
47.286,44.837,87.727,67.524
51.937,49.514,86.702,68.371
54.449,45.515,82.244,66.671
51.852,45.176,81.176,64.086
46.264,41.803,84.612,62.033
47.898,44.889,83.184,59.969
44.269,42.98,86.601,55.623
49.888,43.851,84.52,57.061
54.368,38.708,81.931,60.493
50.624,38.801,77.789,61.627
48.571,38.515,76.007,62.382
50.472,38.956,77.017,67.128
50.645,40.068,75.579,65.903
51.889,40.833,72.367,63.548
49.38,42.861,71.207,63.777
50.61,34.581,78.235,58.735
49.781,34.881,74.111,60.916
50.125,40.084,69.771,59.296
43.487,38.432,66.493,56.838
42.835,36.352,67.623,56.485
46.346,40.214,63.371,56.138
43.225,38.286,58.816,54.082
43.688,37.823,65.075,59.778
42.167,36.421,64.447,60.206
41.014,34.811,68.106,62.031
40.982,38.904,69.25,63.61
39.028,33.663,72.542,61.259
38.835,38.195,72.686,64.436
41.759,35.966,69.722,58.725
43.994,35.631,73.186,62.827
43.265,42.02,71.15,63.408
45.592,42.556,70.421,69.412
43.322,39.892,72.336,66.963
44.07,38.773,70.742,71.21
49.177,39.169,71.024,66.75
55.361,44.821,66.718,63.338
54.867,39.77,68.647,57.935
55.545,38.531,65.259,56.592
51.434,41.423,60.656,55.706
49.738,39.285,63.275,56.498
47.452,37.583,59.141,56.655
43.356,36.633,60.155,56.254
47.776,32.086,56.384,56.664
49.288,31.777,60.127,57.685
48.139,31.938,61.295,61.785
49.055,30.866,64.172,66.253
54.545,26.749,58.703,68.49
49.43,28.09,60.196,64.966
51.893,27.532,60.337,65.936
54.139,30.977,60.696,69.567
49.614,30.171,54.246,69.209
48.772,31.643,55.615,67.631
46.841,35.363,57.261,68.709
48.045,35.548,52.313,67.441
46.41,33.708,47.855,68.762
47.691,30.353,48.215,71.348
45.128,31.329,47.065,72.171
43.772,29.22,48.884,73.206
44.147,31.787,44.277,73.176
48.732,39.526,45.502,74.649
54.809,43.404,44.774,75.464
61.962,45.632,44.819,72.307
62.401,44.956,45.543,68.12
62.397,47.538,45.808,63.398
65.682,48.182,46.994,62.435
67.693,43.583,47.462,67.333
