37.634,71.92,21.147,28.922
33.712,75.849,20.746,28.74
36.793,73.266,23.24,35.22
39.873,70.859,22.085,39.28
40.451,70.976,22.386,40.005
39.508,72.25,19.54,43.103
41.21,76.085,20.391,40.921
48.487,74.482,22.314,38.74
50.657,75.855,23.827,37.303
53.24,74.613,25.099,38.385
53.279,72.415,22.376,39.089
59.702,68.704,22.752,41.833
56.921,67.228,23.601,44.314
56.698,64.586,23.932,44.321
58.344,65.773,26.761,44.324
56.192,68.637,26.509,43.669
53.153,68.517,25.509,43.835
50.35,68.194,28.624,45.132
49.693,65.377,29.78,46.677
45.257,60.874,29.333,46.531
44.089,57.87,34.269,44.681
44.155,57.917,34.485,48.136
43.163,61.296,39.102,44.264
44.192,59.323,40.12,37.909
40.93,56.576,44.488,41.385
40.001,58.463,50.379,41.95
37.438,59.109,50.546,47.027
32.349,64.018,48.002,47.064
31.392,62.576,45.595,43.348
31.343,60.451,48.619,46.61
31.94,57.901,51.484,45.052
34.612,57.478,53.18,46.635
30.817,56.405,52.226,51.915
33.017,61.194,55.62,54.759
34.584,60.687,59.701,56.583
34.009,59.404,62.01,54.405
36.786,58.021,59.485,52.44
36.164,57.717,62.631,53.333
33.597,58.966,60.013,55.536
33.126,62.921,63.663,50.855
34.505,61.546,61.969,52.062
27.4,55.856,64.688,51.801
25.217,54.707,63.344,46.196
22.722,50.502,63.336,42.264
22.748,53.06,61.587,38.873
22.183,50.913,59.269,40.364
26.079,52.389,63.265,36.999
25.967,56.218,59.642,40.315
27.426,54.523,60.836,40.455
35.933,57.088,58.361,38.456
35.224,51.753,58.971,38.721
34.24,48.256,61.415,38.089
35.92,49.134,61.359,42.188
35.664,46.611,58.552,43.167
34.203,49.281,57.552,44.006
33.86,49.607,52.785,45.964
33.611,51.819,50.887,44.547
31.054,47.187,46.838,45.233
29.45,49.722,49.903,48.02
31.129,47.387,49.653,48.413
29.233,48.134,51.109,48.323
28.04,47.209,48.911,45.778
30.686,45.524,46.151,46.543
31.574,44.539,44.356,42.746
38.095,46.373,44.01,42.223
37.591,43.665,40.519,44.552
40.906,45.387,43.294,41.139
44.136,47.479,42.973,46.452
45.774,42.792,39.72,47.014
48.533,43.367,39.558,47.253
51.139,42.894,41.265,51.691
56.573,38.315,40.463,51.34
60.035,35.413,38.493,53.874
56.379,35.068,42.346,52.713
59.726,37.526,45.936,50.243
59.494,38.287,44.42,46.453
62.913,40.198,39.558,47.789
59.385,40.096,41.187,50.886
61.22,41.755,42.316,56.569
62.372,41.971,44.118,53.763
64.72,41.769,45.371,53.58
67.05,44.687,48.996,53.798
63.585,44.045,50.064,58.366
59.045,43.622,47.651,59.046
68.242,45.98,48.164,58.614
73.443,48.147,47.168,57.068
72.183,48.966,46.128,54.939
73.027,50.614,46.43,54.747
68.199,55.334,48.506,59.799
69.324,56.495,51.861,59.088
72.977,59.868,49.363,60.847
74.717,67.112,49.711,62.132
74.633,71.707,53.237,60.737
77.548,72.698,52.37,61.693
76.739,72.754,54.915,63.188
78.353,70.133,53.996,66.045
79.144,72.674,59.964,71.07
82.611,74.268,58.479,68.888
80.604,70.833,57.257,63.169
76.636,70.358,61.987,64.269
74.625,72.639,57.253,66.82
67.075,73.203,54.395,70.191
63.312,67.746,57.318,73.91
60.95,66.926,54.135,72.343
58.196,68.067,51.281,71.268
56.29,70.559,51.85,69.512
53.643,72.62,56.474,64.975
51.843,71.313,57.893,65.621
55.461,69.256,61.159,59.104
57.265,70.051,57.425,57.039
56.877,73.265,56.041,58.848
56.067,76.688,54.49,59.712
56.412,78.45,56.949,62.943
58.458,80.418,52.764,61.243
57.381,77.441,53.456,64.53
54.762,80.056,48.156,59.102
54.979,77.976,48.275,57.387
57.557,78.37,47.956,57.746
60.307,69.757,43.376,54.461
